Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,create_date,version,BioSampleModel,Collection_Date,doi_results,PMIDs,RunCount,replicate,geo_location,growth_conditions,sample_conditions,genotype,geo_location_missing,growth_conditions_missing,sample_conditions_missing,genotype_missing,replicate_missing
SRR14904923,RNA-Seq,300,8940247800,PRJNA741128,SAMN19843829,2813997721,HUAZHONG AGRICULTURAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX11219410,Illumina HiSeq 2500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Citrus sinensis,ILLUMINA,2022-07-24T00:00:00Z,SA-S1_R2,SRP325502,2021-06-24T15:33:00Z,1.0,Plant,,"[{""link"": ""https://www.jpmb-gabit.ir/&url=http:/www.jpmb-gabit.ir/article_709799.html"", ""doi"": ""10.22058/jpmb.2024.555361.1257"", ""status"": ""success""}, {""link"": ""https://link.springer.com/article/10.1007/s00425-021-03801-2"", ""doi"": ""10.1007/s00425-021-03801-2"", ""status"": ""success""}, {""link"": ""https://link.springer.com/article/10.1186/s12864-024-10445-5"", ""doi"": ""10.1186/s12864-024-10445-5"", ""status"": ""success""}]",,27,,China:Wuhan| China| Asia,,leaf| 3-year-old| | RNA,sweet sinensis,False,True,False,False,True
SRR14904924,RNA-Seq,300,6806342700,PRJNA741128,SAMN19843765,2123000591,HUAZHONG AGRICULTURAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX11219409,Illumina HiSeq 2500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Citrus sinensis,ILLUMINA,2022-07-24T00:00:00Z,DR-S1_R2,SRP325502,2021-06-24T15:31:00Z,1.0,Plant,,"[{""link"": ""https://www.jpmb-gabit.ir/&url=http:/www.jpmb-gabit.ir/article_709799.html"", ""doi"": ""10.22058/jpmb.2024.555361.1257"", ""status"": ""success""}, {""link"": ""https://link.springer.com/article/10.1007/s00425-021-03801-2"", ""doi"": ""10.1007/s00425-021-03801-2"", ""status"": ""success""}, {""link"": ""https://link.springer.com/article/10.1186/s12864-024-10445-5"", ""doi"": ""10.1186/s12864-024-10445-5"", ""status"": ""success""}]",,27,,China:Wuhan| China| Asia,,leaf| 3-year-old| | RNA,sweet sinensis,False,True,False,False,True
SRR14904925,RNA-Seq,300,22588825500,PRJNA741128,SAMN19843762,7011616203,HUAZHONG AGRICULTURAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX11219408,Illumina HiSeq 2500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Citrus sinensis,ILLUMINA,2022-07-24T00:00:00Z,DR-S1_R1,SRP325502,2021-06-24T17:11:00Z,1.0,Plant,,"[{""link"": ""https://www.jpmb-gabit.ir/&url=http:/www.jpmb-gabit.ir/article_709799.html"", ""doi"": ""10.22058/jpmb.2024.555361.1257"", ""status"": ""success""}, {""link"": ""https://link.springer.com/article/10.1007/s00425-021-03801-2"", ""doi"": ""10.1007/s00425-021-03801-2"", ""status"": ""success""}, {""link"": ""https://link.springer.com/article/10.1186/s12864-024-10445-5"", ""doi"": ""10.1186/s12864-024-10445-5"", ""status"": ""success""}]",,27,,China:Wuhan| China| Asia,,leaf| 3-year-old| | RNA,sweet sinensis,False,True,False,False,True
SRR14759209,RNA-Seq,199,5100252110,PRJNA735863,SAMN19601285,2533687410,HUAZHONG AGRICULTUE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX11092743,Illumina HiSeq 2000,PAIRED,RANDOM,TRANSCRIPTOMIC,Citrus hindsii,ILLUMINA,2022-06-08T00:00:00Z,PLB1,SRP323216,2021-06-08T13:45:00Z,1.0,Plant,,"[{""link"": ""https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1010811"", ""doi"": ""10.1371/journal.pgen.1010811"", ""status"": ""success""}, {""link"": ""https://academic.oup.com/nsr/article-abstract/9/10/nwac114/6608370"", ""doi"": ""10.1093/nsr/nwac114"", ""status"": ""success""}]",,12,biological replicate 1,China:Jiangxi| China| Asia,,ovules| 7 days before flowering,DB,False,True,False,False,False
SRR14759210,RNA-Seq,298,8201064458,PRJNA735863,SAMN19601284,3014426102,HUAZHONG AGRICULTUE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX11092742,Illumina HiSeq 2000,PAIRED,RANDOM,TRANSCRIPTOMIC,Citrus hindsii,ILLUMINA,2022-06-08T00:00:00Z,PLA3,SRP323216,2021-06-08T13:47:00Z,1.0,Plant,,"[{""link"": ""https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1010811"", ""doi"": ""10.1371/journal.pgen.1010811"", ""status"": ""success""}, {""link"": ""https://academic.oup.com/nsr/article-abstract/9/10/nwac114/6608370"", ""doi"": ""10.1093/nsr/nwac114"", ""status"": ""success""}]",,12,biological replicate 3,China:Jiangxi| China| Asia,,ovules| 7 days after flowering,DB,False,True,False,False,False
SRR14759211,RNA-Seq,199,5811850076,PRJNA735863,SAMN19601283,2905758638,HUAZHONG AGRICULTUE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX11092741,Illumina HiSeq 2000,PAIRED,RANDOM,TRANSCRIPTOMIC,Citrus hindsii,ILLUMINA,2022-06-08T00:00:00Z,PLA2,SRP323216,2021-06-08T13:51:00Z,1.0,Plant,,"[{""link"": ""https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1010811"", ""doi"": ""10.1371/journal.pgen.1010811"", ""status"": ""success""}, {""link"": ""https://academic.oup.com/nsr/article-abstract/9/10/nwac114/6608370"", ""doi"": ""10.1093/nsr/nwac114"", ""status"": ""success""}]",,12,biological replicate 2,China:Jiangxi| China| Asia,,ovules| 7 days after flowering,DB,False,True,False,False,False
SRR14759212,RNA-Seq,199,6885206714,PRJNA735863,SAMN19601282,4370805334,HUAZHONG AGRICULTUE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX11092740,Illumina HiSeq 2000,PAIRED,RANDOM,TRANSCRIPTOMIC,Citrus hindsii,ILLUMINA,2022-06-08T00:00:00Z,PLA1,SRP323216,2021-06-08T13:49:00Z,1.0,Plant,,"[{""link"": ""https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1010811"", ""doi"": ""10.1371/journal.pgen.1010811"", ""status"": ""success""}, {""link"": ""https://academic.oup.com/nsr/article-abstract/9/10/nwac114/6608370"", ""doi"": ""10.1093/nsr/nwac114"", ""status"": ""success""}]",,12,biological replicate 1,China:Jiangxi| China| Asia,,ovules| 7 days after flowering,DB,False,True,False,False,False
SRR14759213,RNA-Seq,297,8459423910,PRJNA735863,SAMN19601281,3096342494,HUAZHONG AGRICULTUE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX11092739,Illumina HiSeq 2000,PAIRED,RANDOM,TRANSCRIPTOMIC,Citrus hindsii,ILLUMINA,2022-06-08T00:00:00Z,MNB3,SRP323216,2021-06-08T13:50:00Z,1.0,Plant,,"[{""link"": ""https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1010811"", ""doi"": ""10.1371/journal.pgen.1010811"", ""status"": ""success""}, {""link"": ""https://academic.oup.com/nsr/article-abstract/9/10/nwac114/6608370"", ""doi"": ""10.1093/nsr/nwac114"", ""status"": ""success""}]",,12,biological replicate 3,China:Guangdong| China| Asia,,ovules| 7 days before flowering,PN,False,True,False,False,False
SRR14759214,RNA-Seq,199,5515077322,PRJNA735863,SAMN19601280,2731024117,HUAZHONG AGRICULTUE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX11092738,Illumina HiSeq 2000,PAIRED,RANDOM,TRANSCRIPTOMIC,Citrus hindsii,ILLUMINA,2022-06-08T00:00:00Z,MNB2,SRP323216,2021-06-08T13:53:00Z,1.0,Plant,,"[{""link"": ""https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1010811"", ""doi"": ""10.1371/journal.pgen.1010811"", ""status"": ""success""}, {""link"": ""https://academic.oup.com/nsr/article-abstract/9/10/nwac114/6608370"", ""doi"": ""10.1093/nsr/nwac114"", ""status"": ""success""}]",,12,biological replicate 2,China:Guangdong| China| Asia,,ovules| 7 days before flowering,PN,False,True,False,False,False
SRR14759215,RNA-Seq,199,5541940144,PRJNA735863,SAMN19601279,2756179775,HUAZHONG AGRICULTUE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX11092737,Illumina HiSeq 2000,PAIRED,RANDOM,TRANSCRIPTOMIC,Citrus hindsii,ILLUMINA,2022-06-08T00:00:00Z,MNB1,SRP323216,2021-06-08T13:45:00Z,1.0,Plant,,"[{""link"": ""https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1010811"", ""doi"": ""10.1371/journal.pgen.1010811"", ""status"": ""success""}, {""link"": ""https://academic.oup.com/nsr/article-abstract/9/10/nwac114/6608370"", ""doi"": ""10.1093/nsr/nwac114"", ""status"": ""success""}]",,12,biological replicate 1,China:Guangdong| China| Asia,,ovules| 7 days before flowering,PN,False,True,False,False,False
SRR14759216,RNA-Seq,298,8130525500,PRJNA735863,SAMN19601278,2978341298,HUAZHONG AGRICULTUE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX11092736,Illumina HiSeq 2000,PAIRED,RANDOM,TRANSCRIPTOMIC,Citrus hindsii,ILLUMINA,2022-06-08T00:00:00Z,MNA3,SRP323216,2021-06-08T13:53:00Z,1.0,Plant,,"[{""link"": ""https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1010811"", ""doi"": ""10.1371/journal.pgen.1010811"", ""status"": ""success""}, {""link"": ""https://academic.oup.com/nsr/article-abstract/9/10/nwac114/6608370"", ""doi"": ""10.1093/nsr/nwac114"", ""status"": ""success""}]",,12,biological replicate 3,China:Guangdong| China| Asia,,ovules| 7 days after flowering,PN,False,True,False,False,False
SRR14759219,RNA-Seq,297,8988711586,PRJNA735863,SAMN19601287,3312671914,HUAZHONG AGRICULTUE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX11092733,Illumina HiSeq 2000,PAIRED,RANDOM,TRANSCRIPTOMIC,Citrus hindsii,ILLUMINA,2022-06-08T00:00:00Z,PLB3,SRP323216,2021-06-08T13:56:00Z,1.0,Plant,,"[{""link"": ""https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1010811"", ""doi"": ""10.1371/journal.pgen.1010811"", ""status"": ""success""}, {""link"": ""https://academic.oup.com/nsr/article-abstract/9/10/nwac114/6608370"", ""doi"": ""10.1093/nsr/nwac114"", ""status"": ""success""}]",,12,biological replicate 3,China:Jiangxi| China| Asia,,ovules| 7 days before flowering,DB,False,True,False,False,False
SRR14759220,RNA-Seq,199,5629835400,PRJNA735863,SAMN19601286,2797775455,HUAZHONG AGRICULTUE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX11092732,Illumina HiSeq 2000,PAIRED,RANDOM,TRANSCRIPTOMIC,Citrus hindsii,ILLUMINA,2022-06-08T00:00:00Z,PLB2,SRP323216,2021-06-08T13:48:00Z,1.0,Plant,,"[{""link"": ""https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1010811"", ""doi"": ""10.1371/journal.pgen.1010811"", ""status"": ""success""}, {""link"": ""https://academic.oup.com/nsr/article-abstract/9/10/nwac114/6608370"", ""doi"": ""10.1093/nsr/nwac114"", ""status"": ""success""}]",,12,biological replicate 2,China:Jiangxi| China| Asia,,ovules| 7 days before flowering,DB,False,True,False,False,False
SRR14759221,RNA-Seq,199,5699689262,PRJNA735863,SAMN19601277,2861118552,HUAZHONG AGRICULTUE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX11092731,Illumina HiSeq 2000,PAIRED,RANDOM,TRANSCRIPTOMIC,Citrus hindsii,ILLUMINA,2022-06-08T00:00:00Z,MNA2,SRP323216,2021-06-08T13:47:00Z,1.0,Plant,,"[{""link"": ""https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1010811"", ""doi"": ""10.1371/journal.pgen.1010811"", ""status"": ""success""}, {""link"": ""https://academic.oup.com/nsr/article-abstract/9/10/nwac114/6608370"", ""doi"": ""10.1093/nsr/nwac114"", ""status"": ""success""}]",,12,biological replicate 2,China:Guangdong| China| Asia,,ovules| 7 days after flowering,PN,False,True,False,False,False
SRR14759222,RNA-Seq,199,5123139002,PRJNA735863,SAMN19601276,3384781286,HUAZHONG AGRICULTUE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX11092730,Illumina HiSeq 2000,PAIRED,RANDOM,TRANSCRIPTOMIC,Citrus hindsii,ILLUMINA,2022-06-08T00:00:00Z,MNA1,SRP323216,2021-06-08T13:49:00Z,1.0,Plant,,"[{""link"": ""https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1010811"", ""doi"": ""10.1371/journal.pgen.1010811"", ""status"": ""success""}, {""link"": ""https://academic.oup.com/nsr/article-abstract/9/10/nwac114/6608370"", ""doi"": ""10.1093/nsr/nwac114"", ""status"": ""success""}]",,12,biological replicate 1,China:Guangdong| China| Asia,,ovules| 7 days after flowering,PN,False,True,False,False,False
SRR19277059,RNA-Seq,302,7821979388,PRJNA839431,SAMN28534848,2444864399,UNIVERSITAT JAUME I,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX15337377,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Citrus sinensis,ILLUMINA,2022-10-22T00:00:00Z,GSM6166734,SRP375972,2022-05-18T18:14:00Z,1.0,,,,36309819,48,,,,"Water stress\, high light and heat stress combiantion| Leaf",Cleopatra mandarin (Citrus reshni Hort. Ex Tan.),True,True,False,False,True
SRR19277060,RNA-Seq,302,7410064374,PRJNA839431,SAMN28534849,2320653080,UNIVERSITAT JAUME I,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX15337376,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Citrus sinensis,ILLUMINA,2022-10-22T00:00:00Z,GSM6166732,SRP375972,2022-05-18T18:06:00Z,1.0,,,,36309819,48,,,,"Water stress\, high light and heat stress combiantion| Leaf",Cleopatra mandarin (Citrus reshni Hort. Ex Tan.),True,True,False,False,True
SRR19277061,RNA-Seq,302,7498589936,PRJNA839431,SAMN28534850,2331783735,UNIVERSITAT JAUME I,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX15337375,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Citrus sinensis,ILLUMINA,2022-10-22T00:00:00Z,GSM6166729,SRP375972,2022-05-18T18:00:00Z,1.0,,,,36309819,48,,,,"Water stress\, high light and heat stress combiantion| Leaf",Cleopatra mandarin (Citrus reshni Hort. Ex Tan.),True,True,False,False,True
SRR19277062,RNA-Seq,302,8973186174,PRJNA839431,SAMN28534851,2796595516,UNIVERSITAT JAUME I,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX15337374,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Citrus sinensis,ILLUMINA,2022-10-22T00:00:00Z,GSM6166727,SRP375972,2022-05-18T18:09:00Z,1.0,,,,36309819,48,,,,Water stress and heat stress combination| Leaf,Cleopatra mandarin (Citrus reshni Hort. Ex Tan.),True,True,False,False,True
SRR19277063,RNA-Seq,302,6667458756,PRJNA839431,SAMN28534852,2077963998,UNIVERSITAT JAUME I,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX15337373,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Citrus sinensis,ILLUMINA,2022-10-22T00:00:00Z,GSM6166724,SRP375972,2022-05-18T18:07:00Z,1.0,,,,36309819,48,,,,Water stress and heat stress combination| Leaf,Cleopatra mandarin (Citrus reshni Hort. Ex Tan.),True,True,False,False,True
SRR19277064,RNA-Seq,302,7253988962,PRJNA839431,SAMN28534853,2253305596,UNIVERSITAT JAUME I,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX15337372,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Citrus sinensis,ILLUMINA,2022-10-22T00:00:00Z,GSM6166722,SRP375972,2022-05-18T18:09:00Z,1.0,,,,36309819,48,,,,Water stress and heat stress combination| Leaf,Cleopatra mandarin (Citrus reshni Hort. Ex Tan.),True,True,False,False,True
SRR19277065,RNA-Seq,302,7629078398,PRJNA839431,SAMN28534854,2380604313,UNIVERSITAT JAUME I,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX15337371,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Citrus sinensis,ILLUMINA,2022-10-22T00:00:00Z,GSM6166719,SRP375972,2022-05-18T18:09:00Z,1.0,,,,36309819,48,,,,Water stress and high light combination| Leaf,Cleopatra mandarin (Citrus reshni Hort. Ex Tan.),True,True,False,False,True
SRR19277066,RNA-Seq,302,7087591190,PRJNA839431,SAMN28534855,2227200298,UNIVERSITAT JAUME I,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX15337370,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Citrus sinensis,ILLUMINA,2022-10-22T00:00:00Z,GSM6166717,SRP375972,2022-05-18T18:07:00Z,1.0,,,,36309819,48,,,,Water stress and high light combination| Leaf,Cleopatra mandarin (Citrus reshni Hort. Ex Tan.),True,True,False,False,True
SRR19277067,RNA-Seq,302,6849569890,PRJNA839431,SAMN28534856,2139751859,UNIVERSITAT JAUME I,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX15337369,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Citrus sinensis,ILLUMINA,2022-10-22T00:00:00Z,GSM6166714,SRP375972,2022-05-18T18:09:00Z,1.0,,,,36309819,48,,,,Water stress and high light combination| Leaf,Cleopatra mandarin (Citrus reshni Hort. Ex Tan.),True,True,False,False,True
SRR19277068,RNA-Seq,302,7266404182,PRJNA839431,SAMN28534857,2285073975,UNIVERSITAT JAUME I,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX15337368,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Citrus sinensis,ILLUMINA,2022-10-22T00:00:00Z,GSM6166712,SRP375972,2022-05-18T18:07:00Z,1.0,,,,36309819,48,,,,High light and heat stress combiantion| Leaf,Cleopatra mandarin (Citrus reshni Hort. Ex Tan.),True,True,False,False,True
SRR19277069,RNA-Seq,302,9022662230,PRJNA839431,SAMN28534858,2798984347,UNIVERSITAT JAUME I,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX15337367,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Citrus sinensis,ILLUMINA,2022-10-22T00:00:00Z,GSM6166709,SRP375972,2022-05-18T18:05:00Z,1.0,,,,36309819,48,,,,High light and heat stress combiantion| Leaf,Cleopatra mandarin (Citrus reshni Hort. Ex Tan.),True,True,False,False,True
SRR19277070,RNA-Seq,302,8856793864,PRJNA839431,SAMN28534859,2743005950,UNIVERSITAT JAUME I,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX15337366,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Citrus sinensis,ILLUMINA,2022-10-22T00:00:00Z,GSM6166707,SRP375972,2022-05-18T18:13:00Z,1.0,,,,36309819,48,,,,High light and heat stress combiantion| Leaf,Cleopatra mandarin (Citrus reshni Hort. Ex Tan.),True,True,False,False,True
SRR19277071,RNA-Seq,302,6675178480,PRJNA839431,SAMN28534860,2079104765,UNIVERSITAT JAUME I,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX15337365,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Citrus sinensis,ILLUMINA,2022-10-22T00:00:00Z,GSM6166704,SRP375972,2022-05-18T18:02:00Z,1.0,,,,36309819,48,,,,Heat stress| Leaf,Cleopatra mandarin (Citrus reshni Hort. Ex Tan.),True,True,False,False,True
SRR19277072,RNA-Seq,302,8209060338,PRJNA839431,SAMN28534861,2558347247,UNIVERSITAT JAUME I,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX15337364,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Citrus sinensis,ILLUMINA,2022-10-22T00:00:00Z,GSM6166702,SRP375972,2022-05-18T18:11:00Z,1.0,,,,36309819,48,,,,Heat stress| Leaf,Cleopatra mandarin (Citrus reshni Hort. Ex Tan.),True,True,False,False,True
SRR19277073,RNA-Seq,302,8871515760,PRJNA839431,SAMN28534862,2748497412,UNIVERSITAT JAUME I,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX15337363,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Citrus sinensis,ILLUMINA,2022-10-22T00:00:00Z,GSM6166699,SRP375972,2022-05-18T18:15:00Z,1.0,,,,36309819,48,,,,Heat stress| Leaf,Cleopatra mandarin (Citrus reshni Hort. Ex Tan.),True,True,False,False,True
SRR19277074,RNA-Seq,302,6453722484,PRJNA839431,SAMN28534863,2042450603,UNIVERSITAT JAUME I,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX15337362,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Citrus sinensis,ILLUMINA,2022-10-22T00:00:00Z,GSM6166697,SRP375972,2022-05-18T18:08:00Z,1.0,,,,36309819,48,,,,High light| Leaf,Cleopatra mandarin (Citrus reshni Hort. Ex Tan.),True,True,False,False,True
SRR19277075,RNA-Seq,302,8978632140,PRJNA839431,SAMN28534864,2791637090,UNIVERSITAT JAUME I,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX15337361,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Citrus sinensis,ILLUMINA,2022-10-22T00:00:00Z,GSM6166694,SRP375972,2022-05-18T18:13:00Z,1.0,,,,36309819,48,,,,High light| Leaf,Cleopatra mandarin (Citrus reshni Hort. Ex Tan.),True,True,False,False,True
SRR19277076,RNA-Seq,302,8834147488,PRJNA839431,SAMN28534865,2763146912,UNIVERSITAT JAUME I,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX15337360,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Citrus sinensis,ILLUMINA,2022-10-22T00:00:00Z,GSM6166692,SRP375972,2022-05-18T18:14:00Z,1.0,,,,36309819,48,,,,High light| Leaf,Cleopatra mandarin (Citrus reshni Hort. Ex Tan.),True,True,False,False,True
SRR19277077,RNA-Seq,302,8933857318,PRJNA839431,SAMN28534866,2769137470,UNIVERSITAT JAUME I,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX15337359,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Citrus sinensis,ILLUMINA,2022-10-22T00:00:00Z,GSM6166689,SRP375972,2022-05-18T18:05:00Z,1.0,,,,36309819,48,,,,Water stress| Leaf,Cleopatra mandarin (Citrus reshni Hort. Ex Tan.),True,True,False,False,True
SRR19277078,RNA-Seq,302,7778560546,PRJNA839431,SAMN28534867,2435844525,UNIVERSITAT JAUME I,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX15337358,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Citrus sinensis,ILLUMINA,2022-10-22T00:00:00Z,GSM6166686,SRP375972,2022-05-18T18:04:00Z,1.0,,,,36309819,48,,,,Water stress| Leaf,Cleopatra mandarin (Citrus reshni Hort. Ex Tan.),True,True,False,False,True
SRR19277079,RNA-Seq,302,8707812734,PRJNA839431,SAMN28534868,2713769696,UNIVERSITAT JAUME I,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX15337357,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Citrus sinensis,ILLUMINA,2022-10-22T00:00:00Z,GSM6166684,SRP375972,2022-05-18T18:11:00Z,1.0,,,,36309819,48,,,,Water stress| Leaf,Cleopatra mandarin (Citrus reshni Hort. Ex Tan.),True,True,False,False,True
SRR19277080,RNA-Seq,302,7950512400,PRJNA839431,SAMN28534869,2470937003,UNIVERSITAT JAUME I,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX15337356,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Citrus sinensis,ILLUMINA,2022-10-22T00:00:00Z,GSM6166681,SRP375972,2022-05-18T18:25:00Z,1.0,,,,36309819,48,,,,Control| Leaf,Cleopatra mandarin (Citrus reshni Hort. Ex Tan.),True,True,False,False,True
SRR19277081,RNA-Seq,302,8075673884,PRJNA839431,SAMN28534870,2508382532,UNIVERSITAT JAUME I,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX15337355,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Citrus sinensis,ILLUMINA,2022-10-22T00:00:00Z,GSM6166679,SRP375972,2022-05-18T18:12:00Z,1.0,,,,36309819,48,,,,Control| Leaf,Cleopatra mandarin (Citrus reshni Hort. Ex Tan.),True,True,False,False,True
SRR19277082,RNA-Seq,302,8409782524,PRJNA839431,SAMN28534871,2618127926,UNIVERSITAT JAUME I,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX15337354,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Citrus sinensis,ILLUMINA,2022-10-22T00:00:00Z,GSM6166676,SRP375972,2022-05-18T18:04:00Z,1.0,,,,36309819,48,,,,Control| Leaf,Cleopatra mandarin (Citrus reshni Hort. Ex Tan.),True,True,False,False,True
